execution_id,trader_id,symbol,side,quantity,price,timestamp,commission,slippage,order_id,notes
MQL5_2329290_1085207_CLOSE,MQL5_2329290,GBPUSD,BUY,0.1,1.261,2026-02-17T17:15:00+00:00,0.3,0.0,1085207,"{""source"": ""MQL5_SIGNALS"", ""stage"": ""CLOSE"", ""ticket"": ""1085207"", ""signal_id"": ""2329290"", ""original_profit"": 40.0, ""original_swap"": -0.15}"
MQL5_2329290_1085208_OPEN,MQL5_2329290,EURUSD,BUY,0.15,1.089,2026-02-23T08:00:00+00:00,0.45,0.0,1085208,"{""source"": ""MQL5_SIGNALS"", ""stage"": ""OPEN"", ""ticket"": ""1085208"", ""signal_id"": ""2329290""}"
MQL5_2329290_1085208_CLOSE,MQL5_2329290,EURUSD,SELL,0.15,1.094,2026-02-24T15:30:00+00:00,0.45,0.0,1085208,"{""source"": ""MQL5_SIGNALS"", ""stage"": ""CLOSE"", ""ticket"": ""1085208"", ""signal_id"": ""2329290"", ""original_profit"": 75.0, ""original_swap"": -0.3}"
MQL5_2340140_440101_OPEN,MQL5_2340140,PETR4,BUY,500.0,30.5,2026-01-12T13:30:00+00:00,2.25,0.0,440101,"{""source"": ""MQL5_SIGNALS"", ""stage"": ""OPEN"", ""ticket"": ""440101"", ""signal_id"": ""2340140""}"
MQL5_2340140_440101_CLOSE,MQL5_2340140,PETR4,SELL,500.0,31.8,2026-01-13T19:00:00+00:00,2.25,0.0,440101,"{""source"": ""MQL5_SIGNALS"", ""stage"": ""CLOSE"", ""ticket"": ""440101"", ""signal_id"": ""2340140"", ""original_profit"": 650.0, ""original_swap"": 0.0}"
MQL5_2340140_440102_OPEN,MQL5_2340140,PETR4,BUY,600.0,31.2,2026-01-20T14:00:00+00:00,2.7,0.0,440102,"{""source"": ""MQL5_SIGNALS"", ""stage"": ""OPEN"", ""ticket"": ""440102"", ""signal_id"": ""2340140""}"
MQL5_2340140_440102_CLOSE,MQL5_2340140,PETR4,SELL,600.0,32.4,2026-01-21T18:30:00+00:00,2.7,0.0,440102,"{""source"": ""MQL5_SIGNALS"", ""stage"": ""CLOSE"", ""ticket"": ""440102"", ""signal_id"": ""2340140"", ""original_profit"": 720.0, ""original_swap"": 0.0}"
MQL5_2340140_440103_OPEN,MQL5_2340140,PETR4,BUY,500.0,32.1,2026-02-03T13:15:00+00:00,2.25,0.0,440103,"{""source"": ""MQL5_SIGNALS"", ""stage"": ""OPEN"", ""ticket"": ""440103"", ""signal_id"": ""2340140""}"
MQL5_2340140_440103_CLOSE,MQL5_2340140,PETR4,SELL,500.0,31.5,2026-02-04T18:00:00+00:00,2.25,0.0,440103,"{""source"": ""MQL5_SIGNALS"", ""stage"": ""CLOSE"", ""ticket"": ""440103"", ""signal_id"": ""2340140"", ""original_profit"": -300.0, ""original_swap"": 0.0}"
MQL5_2340140_440104_OPEN,MQL5_2340140,PETR4,BUY,500.0,31.8,2026-02-10T13:45:00+00:00,2.25,0.0,440104,"{""source"": ""MQL5_SIGNALS"", ""stage"": ""OPEN"", ""ticket"": ""440104"", ""signal_id"": ""2340140""}"
MQL5_2340140_440104_CLOSE,MQL5_2340140,PETR4,SELL,500.0,32.9,2026-02-11T19:15:00+00:00,2.25,0.0,440104,"{""source"": ""MQL5_SIGNALS"", ""stage"": ""CLOSE"", ""ticket"": ""440104"", ""signal_id"": ""2340140"", ""original_profit"": 550.0, ""original_swap"": 0.0}"
MQL5_2340140_440105_OPEN,MQL5_2340140,PETR4,BUY,700.0,32.5,2026-02-18T14:30:00+00:00,3.15,0.0,440105,"{""source"": ""MQL5_SIGNALS"", ""stage"": ""OPEN"", ""ticket"": ""440105"", ""signal_id"": ""2340140""}"
MQL5_2340140_440105_CLOSE,MQL5_2340140,PETR4,SELL,700.0,33.8,2026-02-19T18:45:00+00:00,3.15,0.0,440105,"{""source"": ""MQL5_SIGNALS"", ""stage"": ""CLOSE"", ""ticket"": ""440105"", ""signal_id"": ""2340140"", ""original_profit"": 910.0, ""original_swap"": 0.0}"
MQL5_2340140_440106_OPEN,MQL5_2340140,PETR4,BUY,500.0,33.2,2026-02-25T13:30:00+00:00,2.25,0.0,440106,"{""source"": ""MQL5_SIGNALS"", ""stage"": ""OPEN"", ""ticket"": ""440106"", ""signal_id"": ""2340140""}"
MQL5_2340140_440106_CLOSE,MQL5_2340140,PETR4,SELL,500.0,34.4,2026-02-26T18:00:00+00:00,2.25,0.0,440106,"{""source"": ""MQL5_SIGNALS"", ""stage"": ""CLOSE"", ""ticket"": ""440106"", ""signal_id"": ""2340140"", ""original_profit"": 600.0, ""original_swap"": 0.0}"
MQL5_2367591_330101_OPEN,MQL5_2367591,GBPUSD,SELL,0.15,1.2722,2026-01-14T09:30:00+00:00,0.45,0.0,330101,"{""source"": ""MQL5_SIGNALS"", ""stage"": ""OPEN"", ""ticket"": ""330101"", ""signal_id"": ""2367591""}"
MQL5_2367591_330101_CLOSE,MQL5_2367591,GBPUSD,BUY,0.15,1.2678,2026-01-14T17:15:00+00:00,0.45,0.0,330101,"{""source"": ""MQL5_SIGNALS"", ""stage"": ""CLOSE"", ""ticket"": ""330101"", ""signal_id"": ""2367591"", ""original_profit"": 66.0, ""original_swap"": 0.0}"
MQL5_2367591_330102_OPEN,MQL5_2367591,GBPUSD,SELL,0.2,1.2692,2026-01-22T11:15:00+00:00,0.6,0.0,330102,"{""source"": ""MQL5_SIGNALS"", ""stage"": ""OPEN"", ""ticket"": ""330102"", ""signal_id"": ""2367591""}"
MQL5_2367591_330102_CLOSE,MQL5_2367591,GBPUSD,BUY,0.2,1.2638,2026-01-23T15:00:00+00:00,0.6,0.0,330102,"{""source"": ""MQL5_SIGNALS"", ""stage"": ""CLOSE"", ""ticket"": ""330102"", ""signal_id"": ""2367591"", ""original_profit"": 108.0, ""original_swap"": -0.55}"
MQL5_2367591_330103_OPEN,MQL5_2367591,GBPUSD,SELL,0.15,1.267,2026-02-04T10:00:00+00:00,0.45,0.0,330103,"{""source"": ""MQL5_SIGNALS"", ""stage"": ""OPEN"", ""ticket"": ""330103"", ""signal_id"": ""2367591""}"
MQL5_2367591_330103_CLOSE,MQL5_2367591,GBPUSD,BUY,0.15,1.2625,2026-02-05T16:45:00+00:00,0.45,0.0,330103,"{""source"": ""MQL5_SIGNALS"", ""stage"": ""CLOSE"", ""ticket"": ""330103"", ""signal_id"": ""2367591"", ""original_profit"": 67.5, ""original_swap"": -0.4}"
MQL5_2367591_330104_OPEN,MQL5_2367591,GBPUSD,SELL,0.2,1.2652,2026-02-16T11:00:00+00:00,0.6,0.0,330104,"{""source"": ""MQL5_SIGNALS"", ""stage"": ""OPEN"", ""ticket"": ""330104"", ""signal_id"": ""2367591""}"
MQL5_2367591_330104_CLOSE,MQL5_2367591,GBPUSD,BUY,0.2,1.2608,2026-02-17T17:30:00+00:00,0.6,0.0,330104,"{""source"": ""MQL5_SIGNALS"", ""stage"": ""CLOSE"", ""ticket"": ""330104"", ""signal_id"": ""2367591"", ""original_profit"": 88.0, ""original_swap"": -0.3}"
MQL5_2367591_330105_OPEN,MQL5_2367591,GBPUSD,SELL,0.15,1.263,2026-02-24T09:00:00+00:00,0.45,0.0,330105,"{""source"": ""MQL5_SIGNALS"", ""stage"": ""OPEN"", ""ticket"": ""330105"", ""signal_id"": ""2367591""}"
MQL5_2367591_330105_CLOSE,MQL5_2367591,GBPUSD,BUY,0.15,1.2585,2026-02-25T15:30:00+00:00,0.45,0.0,330105,"{""source"": ""MQL5_SIGNALS"", ""stage"": ""CLOSE"", ""ticket"": ""330105"", ""signal_id"": ""2367591"", ""original_profit"": 67.5, ""original_swap"": -0.35}"
MQL5_2367591_330106_OPEN,MQL5_2367591,GBPUSD,SELL,0.2,1.261,2026-03-02T10:30:00+00:00,0.6,0.0,330106,"{""source"": ""MQL5_SIGNALS"", ""stage"": ""OPEN"", ""ticket"": ""330106"", ""signal_id"": ""2367591""}"
MQL5_2367591_330106_CLOSE,MQL5_2367591,GBPUSD,BUY,0.2,1.256,2026-03-03T16:00:00+00:00,0.6,0.0,330106,"{""source"": ""MQL5_SIGNALS"", ""stage"": ""CLOSE"", ""ticket"": ""330106"", ""signal_id"": ""2367591"", ""original_profit"": 100.0, ""original_swap"": -0.4}"
